[GLUe]_0	Values[V_OXPHOS].InitialValue	(OXPHOS).Flux
5	2.31	1.61194
5	2.345	1.63579
5	2.38	1.65963
5	2.415	1.68344
5	2.45	1.70723
5	2.485	1.731
5	2.52	1.75475
5	2.555	1.77848
5	2.59	1.80218
5	2.625	1.82586
5	2.66	1.84952
5	2.695	1.87316
5	2.73	1.89678
5	2.765	1.92037
5	2.8	1.94394
5	2.835	1.96748
5	2.87	1.99101
5	2.905	2.0145
5	2.94	2.03798
5	2.975	2.06143
5	3.01	2.08486
5	3.045	2.10826
5	3.08	2.13164
5	3.115	2.15499
5	3.15	2.17832
5	3.185	2.20162
5	3.22	2.2249
5	3.255	2.24815
5	3.29	2.27138
5	3.325	2.29458
5	3.36	2.31776
5	3.395	2.3409
5	3.43	2.36403
5	3.465	2.38712
5	3.5	2.41019
5	3.535	2.43323
5	3.57	2.45625
5	3.605	2.47923
5	3.64	2.50219
5	3.675	2.52512
5	3.71	2.54802
5	3.745	2.5709
5	3.78	2.59374
5	3.815	2.61656
5	3.85	2.63935
5	3.885	2.66211
5	3.92	2.68484
5	3.955	2.70753
5	3.99	2.7302
5	4.025	2.75284
5	4.06	2.77545
5	4.095	2.79803
5	4.13	2.82058
5	4.165	2.84309
5	4.2	2.86557
5	4.235	2.88803
5	4.27	2.91045
5	4.305	2.93284
5	4.34	2.95519
5	4.375	2.97751
5	4.41	2.9998
5	4.445	3.02206
5	4.48	3.04428
5	4.515	3.06647
5	4.55	3.08862
5	4.585	3.11074
5	4.62	3.13283
5	4.655	3.15488
5	4.69	3.17689
5	4.725	3.19887
5	4.76	3.22082
5	4.795	3.24272
5	4.83	3.26459
5	4.865	3.28643
5	4.9	3.30822
5	4.935	3.32998
5	4.97	3.3517
5	5.005	3.37338
5	5.04	3.39503
5	5.075	3.41663
5	5.11	3.4382
5	5.145	3.45972
5	5.18	3.48121
5	5.215	3.50265
5	5.25	3.52406
5	5.285	3.54542
5	5.32	3.56674
5	5.355	3.58802
5	5.39	3.60926
5	5.425	3.63046
5	5.46	3.65161
5	5.495	3.67272
5	5.53	3.69378
5	5.565	3.7148
5	5.6	3.73578
5	5.635	3.75671
5	5.67	3.7776
5	5.705	3.79844
5	5.74	3.81923
5	5.775	3.83997
5	5.81	3.86067
5	5.845	3.88132
5	5.88	3.90193
5	5.915	3.92248
5	5.95	3.94299
5	5.985	3.96344
5	6.02	3.98385
5	6.055	4.0042
5	6.09	4.02451
5	6.125	4.04476
5	6.16	4.06496
5	6.195	4.08511
5	6.23	4.1052
5	6.265	4.12524
5	6.3	4.14523
5	6.335	4.16516
5	6.37	4.18504
5	6.405	4.20486
5	6.44	4.22462
5	6.475	4.24433
5	6.51	4.26398
5	6.545	4.28357
5	6.58	4.30311
5	6.615	4.32258
5	6.65	4.342
5	6.685	4.36135
5	6.72	4.38064
5	6.755	4.39988
5	6.79	4.41905
5	6.825	4.43815
5	6.86	4.4572
5	6.895	4.47618
5	6.93	4.49509
5	6.965	4.51394
5	7	4.53273
5	7.035	4.55145
5	7.07	4.5701
5	7.105	4.58868
5	7.14	4.6072
5	7.175	4.62564
5	7.21	4.64402
5	7.245	4.66233
5	7.28	4.68056
5	7.315	4.69873
5	7.35	4.71682
5	7.385	4.73483
5	7.42	4.75278
5	7.455	4.77065
5	7.49	4.78845
5	7.525	4.80616
5	7.56	4.82381
5	7.595	4.84137
5	7.63	4.85886
5	7.665	4.87627
5	7.7	4.89361
5	7.735	4.91086
5	7.77	4.92803
5	7.805	4.94512
5	7.84	4.96213
5	7.875	4.97905
5	7.91	4.9959
5	7.945	5.01266
5	7.98	5.02933
5	8.015	5.04592
5	8.05	5.06242
5	8.085	5.07884
5	8.12	5.09517
5	8.155	5.11142
5	8.19	5.12757
5	8.225	5.14364
5	8.26	5.15962
5	8.295	5.1755
5	8.33	5.1913
5	8.365	5.207
5	8.4	5.22262
5	8.435	5.23814
5	8.47	5.25356
5	8.505	5.2689
5	8.54	5.28414
5	8.575	5.29928
5	8.61	5.31433
5	8.645	5.32929
5	8.68	5.34414
5	8.715	5.35891
5	8.75	5.37357
5	8.785	5.38814
5	8.82	5.4026
5	8.855	5.41697
5	8.89	5.43125
5	8.925	5.44542
5	8.96	5.45949
5	8.995	5.47346
5	9.03	5.48733
5	9.065	5.50111
5	9.1	5.51478
5	9.135	5.52834
5	9.17	5.54181
5	9.205	5.55518
5	9.24	5.56844
5	9.275	5.5816
5	9.31	5.59466
5	9.345	5.60762
5	9.38	5.62047
5	9.415	5.63322
5	9.45	5.64587
5	9.485	5.65841
5	9.52	5.67086
5	9.555	5.68319
5	9.59	5.69543
5	9.625	5.70756
5	9.66	5.71959
5	9.695	5.73151
5	9.73	5.74334
5	9.765	5.75505
5	9.8	5.76667
5	9.835	5.77818
5	9.87	5.78959
5	9.905	5.8009
5	9.94	5.81211
5	9.975	5.82321
5	10.01	5.83421
5	10.045	5.84511
5	10.08	5.85591
5	10.115	5.86661
5	10.15	5.87721
5	10.185	5.8877
5	10.22	5.8981
5	10.255	5.9084
5	10.29	5.91859
5	10.325	5.92869
5	10.36	5.93869
5	10.395	5.9486
5	10.43	5.9584
5	10.465	5.96811
5	10.5	5.97772
5	10.535	5.98723
5	10.57	5.99665
5	10.605	6.00598
5	10.64	6.01521
5	10.675	6.02434
5	10.71	6.03339
5	10.745	6.04234
5	10.78	6.05119
5	10.815	6.05996
5	10.85	6.06864
5	10.885	6.07722
5	10.92	6.08572
5	10.955	6.09412
5	10.99	6.10244
5	11.025	6.11067
5	11.06	6.11882
5	11.095	6.12688
5	11.13	6.13485
5	11.165	6.14274
5	11.2	6.15054
5	11.235	6.15826
5	11.27	6.1659
5	11.305	6.17345
5	11.34	6.18093
5	11.375	6.18832
5	11.41	6.19564
5	11.445	6.20288
5	11.48	6.21003
5	11.515	6.21711
5	11.55	6.22412
5	11.585	6.23105
5	11.62	6.2379
5	11.655	6.24468
5	11.69	6.25138
5	11.725	6.25802
5	11.76	6.26458
5	11.795	6.27107
5	11.83	6.27748
5	11.865	6.28383
5	11.9	6.29011
5	11.935	6.29632
5	11.97	6.30247
5	12.005	6.30854
5	12.04	6.31456
5	12.075	6.3205
5	12.11	6.32638
5	12.145	6.3322
5	12.18	6.33795
5	12.215	6.34365
5	12.25	6.34928
5	12.285	6.35485
5	12.32	6.36035
5	12.355	6.3658
5	12.39	6.37119
5	12.425	6.37653
5	12.46	6.3818
5	12.495	6.38702
5	12.53	6.39218
5	12.565	6.39729
5	12.6	6.40234
5	12.635	6.40734
5	12.67	6.41229
5	12.705	6.41718
5	12.74	6.42202
5	12.775	6.42681
5	12.81	6.43155
5	12.845	6.43623
5	12.88	6.44087
5	12.915	6.44546
5	12.95	6.45
5	12.985	6.4545
5	13.02	6.45894
5	13.055	6.46334
5	13.09	6.4677
5	13.125	6.472
5	13.16	6.47627
5	13.195	6.48049
5	13.23	6.48466
5	13.265	6.4888
5	13.3	6.49289
5	13.335	6.49694
5	13.37	6.50094
5	13.405	6.50491
5	13.44	6.50883
5	13.475	6.51272
5	13.51	6.51657
5	13.545	6.52037
5	13.58	6.52414
5	13.615	6.52787
5	13.65	6.53157
5	13.685	6.53522
5	13.72	6.53885
5	13.755	6.54243
5	13.79	6.54598
5	13.825	6.54949
5	13.86	6.55297
5	13.895	6.55642
5	13.93	6.55983
5	13.965	6.5632
5	14	6.56655
5	14.035	6.56986
5	14.07	6.57314
5	14.105	6.57639
5	14.14	6.57961
5	14.175	6.5828
5	14.21	6.58595
5	14.245	6.58908
5	14.28	6.59217
5	14.315	6.59524
5	14.35	6.59828
5	14.385	6.60129
5	14.42	6.60427
5	14.455	6.60722
5	14.49	6.61015
5	14.525	6.61305
5	14.56	6.61592
5	14.595	6.61876
5	14.63	6.62158
5	14.665	6.62438
5	14.7	6.62714
5	14.735	6.62989
5	14.77	6.6326
5	14.805	6.6353
5	14.84	6.63797
5	14.875	6.64061
5	14.91	6.64323
5	14.945	6.64583
5	14.98	6.6484
5	15.015	6.65095
5	15.05	6.65348
5	15.085	6.65599
5	15.12	6.65848
5	15.155	6.66094
5	15.19	6.66338
5	15.225	6.6658
5	15.26	6.6682
5	15.295	6.67058
5	15.33	6.67294
5	15.365	6.67528
5	15.4	6.67759
5	15.435	6.67989
5	15.47	6.68217
5	15.505	6.68443
5	15.54	6.68667
5	15.575	6.68889
5	15.61	6.6911
5	15.645	6.69328
5	15.68	6.69545
5	15.715	6.6976
5	15.75	6.69973
5	15.785	6.70184
5	15.82	6.70394
5	15.855	6.70602
5	15.89	6.70808
5	15.925	6.71013
5	15.96	6.71216
5	15.995	6.71417
5	16.03	6.71617
5	16.065	6.71815
5	16.1	6.72011
5	16.135	6.72206
5	16.17	6.724
5	16.205	6.72592
5	16.24	6.72782
5	16.275	6.72971
5	16.31	6.73158
5	16.345	6.73344
5	16.38	6.73529
5	16.415	6.73712
5	16.45	6.73894
5	16.485	6.74074
5	16.52	6.74253
5	16.555	6.7443
5	16.59	6.74607
5	16.625	6.74782
5	16.66	6.74955
5	16.695	6.75127
5	16.73	6.75298
5	16.765	6.75468
5	16.8	6.75637
5	16.835	6.75804
5	16.87	6.7597
5	16.905	6.76135
5	16.94	6.76298
5	16.975	6.76461
5	17.01	6.76622
5	17.045	6.76782
5	17.08	6.76941
5	17.115	6.77098
5	17.15	6.77255
5	17.185	6.77411
5	17.22	6.77565
5	17.255	6.77718
5	17.29	6.7787
5	17.325	6.78022
5	17.36	6.78172
5	17.395	6.78321
5	17.43	6.78469
5	17.465	6.78616
5	17.5	6.78761
5	17.535	6.78906
5	17.57	6.7905
5	17.605	6.79193
5	17.64	6.79335
5	17.675	6.79476
5	17.71	6.79616
5	17.745	6.79755
5	17.78	6.79894
5	17.815	6.80031
5	17.85	6.80167
5	17.885	6.80303
5	17.92	6.80437
5	17.955	6.80571
5	17.99	6.80703
5	18.025	6.80835
5	18.06	6.80966
5	18.095	6.81096
5	18.13	6.81226
5	18.165	6.81354
5	18.2	6.81482
5	18.235	6.81609
5	18.27	6.81735
5	18.305	6.8186
5	18.34	6.81984
5	18.375	6.82108
5	18.41	6.82231
5	18.445	6.82353
5	18.48	6.82474
5	18.515	6.82594
5	18.55	6.82714
5	18.585	6.82833
5	18.62	6.82951
5	18.655	6.83069
5	18.69	6.83186
5	18.725	6.83302
5	18.76	6.83417
5	18.795	6.83532
5	18.83	6.83646
5	18.865	6.83759
5	18.9	6.83872
5	18.935	6.83984
5	18.97	6.84095
5	19.005	6.84205
5	19.04	6.84315
5	19.075	6.84425
5	19.11	6.84533
5	19.145	6.84641
5	19.18	6.84749
5	19.215	6.84855
5	19.25	6.84961
5	19.285	6.85067
5	19.32	6.85172
5	19.355	6.85276
5	19.39	6.85379
5	19.425	6.85482
5	19.46	6.85585
5	19.495	6.85687
5	19.53	6.85788
5	19.565	6.85889
5	19.6	6.85989
5	19.635	6.86088
5	19.67	6.86187
5	19.705	6.86286
5	19.74	6.86384
5	19.775	6.86481
5	19.81	6.86578
5	19.845	6.86674
5	19.88	6.8677
5	19.915	6.86865
5	19.95	6.86959
5	19.985	6.87054
5	20.02	6.87147
5	20.055	6.8724
5	20.09	6.87333
5	20.125	6.87425
5	20.16	6.87517
5	20.195	6.87608
5	20.23	6.87698
5	20.265	6.87789
5	20.3	6.87878
5	20.335	6.87967
5	20.37	6.88056
5	20.405	6.88144
5	20.44	6.88232
5	20.475	6.88319
5	20.51	6.88406
5	20.545	6.88493
5	20.58	6.88579
5	20.615	6.88664
5	20.65	6.88749
5	20.685	6.88834
5	20.72	6.88918
5	20.755	6.89002
5	20.79	6.89085
5	20.825	6.89168
5	20.86	6.8925
5	20.895	6.89332
5	20.93	6.89414
5	20.965	6.89495
5	21	6.89576
5	21.035	6.89656
5	21.07	6.89736
5	21.105	6.89816
5	21.14	6.89895
5	21.175	6.89974
5	21.21	6.90052
5	21.245	6.9013
5	21.28	6.90208
5	21.315	6.90285
5	21.35	6.90362
5	21.385	6.90439
5	21.42	6.90515
5	21.455	6.90591
5	21.49	6.90666
5	21.525	6.90741
5	21.56	6.90816
5	21.595	6.9089
5	21.63	6.90964
5	21.665	6.91038
5	21.7	6.91111
5	21.735	6.91184
5	21.77	6.91257
5	21.805	6.91329
5	21.84	6.91401
5	21.875	6.91472
5	21.91	6.91543
5	21.945	6.91614
5	21.98	6.91685
5	22.015	6.91755
5	22.05	6.91825
5	22.085	6.91895
5	22.12	6.91964
5	22.155	6.92033
5	22.19	6.92101
5	22.225	6.9217
5	22.26	6.92238
5	22.295	6.92305
5	22.33	6.92373
5	22.365	6.9244
5	22.4	6.92507
5	22.435	6.92573
5	22.47	6.92639
5	22.505	6.92705
5	22.54	6.92771
5	22.575	6.92836
5	22.61	6.92901
5	22.645	6.92966
5	22.68	6.9303
5	22.715	6.93095
5	22.75	6.93159
5	22.785	6.93222
5	22.82	6.93285
5	22.855	6.93349
5	22.89	6.93411
5	22.925	6.93474
5	22.96	6.93536
5	22.995	6.93598
5	23.03	6.9366
5	23.065	6.93721
5	23.1	6.93782
5	23.135	6.93843
5	23.17	6.93904
5	23.205	6.93964
5	23.24	6.94025
5	23.275	6.94084
5	23.31	6.94144
5	23.345	6.94203
5	23.38	6.94263
5	23.415	6.94322
5	23.45	6.9438
5	23.485	6.94439
5	23.52	6.94497
5	23.555	6.94555
5	23.59	6.94612
5	23.625	6.9467
5	23.66	6.94727
5	23.695	6.94784
5	23.73	6.94841
5	23.765	6.94897
5	23.8	6.94954
5	23.835	6.9501
5	23.87	6.95066
5	23.905	6.95121
5	23.94	6.95177
5	23.975	6.95232
5	24.01	6.95287
5	24.045	6.95342
5	24.08	6.95396
5	24.115	6.9545
5	24.15	6.95504
5	24.185	6.95558
5	24.22	6.95612
5	24.255	6.95665
5	24.29	6.95719
5	24.325	6.95772
5	24.36	6.95825
5	24.395	6.95877
5	24.43	6.9593
5	24.465	6.95982
5	24.5	6.96034
5	24.535	6.96086
5	24.57	6.96137
5	24.605	6.96189
5	24.64	6.9624
5	24.675	6.96291
5	24.71	6.96342
5	24.745	6.96392
5	24.78	6.96443
5	24.815	6.96493
5	24.85	6.96543
5	24.885	6.96593
5	24.92	6.96643
5	24.955	6.96692
5	24.99	6.96742
5	25.025	6.96791
5	25.06	6.9684
5	25.095	6.96889
5	25.13	6.96937
5	25.165	6.96986
5	25.2	6.97034
5	25.235	6.97082
5	25.27	6.9713
5	25.305	6.97178
5	25.34	6.97225
5	25.375	6.97273
5	25.41	6.9732
5	25.445	6.97367
5	25.48	6.97414
5	25.515	6.9746
5	25.55	6.97507
5	25.585	6.97553
5	25.62	6.97599
5	25.655	6.97645
5	25.69	6.97691
5	25.725	6.97737
5	25.76	6.97783
5	25.795	6.97828
5	25.83	6.97873
5	25.865	6.97918
5	25.9	6.97963
5	25.935	6.98008
5	25.97	6.98052
5	26.005	6.98097
5	26.04	6.98141
5	26.075	6.98185
5	26.11	6.98229
5	26.145	6.98273
5	26.18	6.98317
5	26.215	6.9836
5	26.25	6.98404
5	26.285	6.98447
5	26.32	6.9849
5	26.355	6.98533
5	26.39	6.98576
5	26.425	6.98618
5	26.46	6.98661
5	26.495	6.98703
5	26.53	6.98745
5	26.565	6.98788
5	26.6	6.98829
5	26.635	6.98871
5	26.67	6.98913
5	26.705	6.98954
5	26.74	6.98996
5	26.775	6.99037
5	26.81	6.99078
5	26.845	6.99119
5	26.88	6.9916
5	26.915	6.99201
5	26.95	6.99241
5	26.985	6.99282
5	27.02	6.99322
5	27.055	6.99362
5	27.09	6.99402
5	27.125	6.99442
5	27.16	6.99482
5	27.195	6.99522
5	27.23	6.99561
5	27.265	6.996
5	27.3	6.9964
5	27.335	6.99679
5	27.37	6.99718
5	27.405	6.99757
5	27.44	6.99796
5	27.475	6.99834
5	27.51	6.99873
5	27.545	6.99911
5	27.58	6.99949
5	27.615	6.99988
5	27.65	7.00026
5	27.685	7.00064
5	27.72	7.00101
5	27.755	7.00139
5	27.79	7.00177
5	27.825	7.00214
5	27.86	7.00251
5	27.895	7.00289
5	27.93	7.00326
5	27.965	7.00363
5	28	7.004
5	28.035	7.00436
5	28.07	7.00473
5	28.105	7.0051
5	28.14	7.00546
5	28.175	7.00582
5	28.21	7.00619
5	28.245	7.00655
5	28.28	7.00691
5	28.315	7.00727
5	28.35	7.00762
5	28.385	7.00798
5	28.42	7.00834
5	28.455	7.00869
5	28.49	7.00904
5	28.525	7.0094
5	28.56	7.00975
5	28.595	7.0101
5	28.63	7.01045
5	28.665	7.0108
5	28.7	7.01114
5	28.735	7.01149
5	28.77	7.01183
5	28.805	7.01218
5	28.84	7.01252
5	28.875	7.01286
5	28.91	7.0132
5	28.945	7.01355
5	28.98	7.01388
5	29.015	7.01422
5	29.05	7.01456
5	29.085	7.0149
5	29.12	7.01523
5	29.155	7.01557
5	29.19	7.0159
5	29.225	7.01623
5	29.26	7.01656
5	29.295	7.01689
5	29.33	7.01722
5	29.365	7.01755
5	29.4	7.01788
5	29.435	7.01821
5	29.47	7.01853
5	29.505	7.01886
5	29.54	7.01918
5	29.575	7.0195
5	29.61	7.01983
5	29.645	7.02015
5	29.68	7.02047
5	29.715	7.02079
5	29.75	7.02111
5	29.785	7.02142
5	29.82	7.02174
5	29.855	7.02206
5	29.89	7.02237
5	29.925	7.02269
5	29.96	7.023
5	29.995	7.02331
5	30.03	7.02363
5	30.065	7.02394
5	30.1	7.02425
5	30.135	7.02456
5	30.17	7.02486
5	30.205	7.02517
5	30.24	7.02548
5	30.275	7.02578
5	30.31	7.02609
5	30.345	7.02639
5	30.38	7.0267
5	30.415	7.027
5	30.45	7.0273
5	30.485	7.0276
5	30.52	7.0279
5	30.555	7.0282
5	30.59	7.0285
5	30.625	7.0288
5	30.66	7.02909
5	30.695	7.02939
5	30.73	7.02969
5	30.765	7.02998
5	30.8	7.03027
5	30.835	7.03057
5	30.87	7.03086
5	30.905	7.03115
5	30.94	7.03144
5	30.975	7.03173
5	31.01	7.03202
5	31.045	7.03231
5	31.08	7.0326
5	31.115	7.03289
5	31.15	7.03317
5	31.185	7.03346
5	31.22	7.03374
5	31.255	7.03403
5	31.29	7.03431
5	31.325	7.03459
5	31.36	7.03487
5	31.395	7.03516
5	31.43	7.03544
5	31.465	7.03572
5	31.5	7.036
5	31.535	7.03627
5	31.57	7.03655
5	31.605	7.03683
5	31.64	7.0371
5	31.675	7.03738
5	31.71	7.03766
5	31.745	7.03793
5	31.78	7.0382
5	31.815	7.03848
5	31.85	7.03875
5	31.885	7.03902
5	31.92	7.03929
5	31.955	7.03956
5	31.99	7.03983
5	32.025	7.0401
5	32.06	7.04037
5	32.095	7.04063
5	32.13	7.0409
5	32.165	7.04117
5	32.2	7.04143
5	32.235	7.0417
5	32.27	7.04196
5	32.305	7.04223
5	32.34	7.04249
5	32.375	7.04275
5	32.41	7.04301
5	32.445	7.04327
5	32.48	7.04354
5	32.515	7.0438
5	32.55	7.04405
5	32.585	7.04431
5	32.62	7.04457
5	32.655	7.04483
5	32.69	7.04509
5	32.725	7.04534
5	32.76	7.0456
5	32.795	7.04585
5	32.83	7.04611
5	32.865	7.04636
5	32.9	7.04661
5	32.935	7.04687
5	32.97	7.04712
5	33.005	7.04737
5	33.04	7.04762
5	33.075	7.04787
5	33.11	7.04812
5	33.145	7.04837
5	33.18	7.04862
5	33.215	7.04887
5	33.25	7.04911
5	33.285	7.04936
5	33.32	7.04961
5	33.355	7.04985
5	33.39	7.0501
5	33.425	7.05034
5	33.46	7.05058
5	33.495	7.05083
5	33.53	7.05107
5	33.565	7.05131
5	33.6	7.05155
5	33.635	7.0518
5	33.67	7.05204
5	33.705	7.05228
5	33.74	7.05252
5	33.775	7.05275
5	33.81	7.05299
5	33.845	7.05323
5	33.88	7.05347
5	33.915	7.05371
5	33.95	7.05394
5	33.985	7.05418
5	34.02	7.05441
5	34.055	7.05465
5	34.09	7.05488
5	34.125	7.05512
5	34.16	7.05535
5	34.195	7.05558
5	34.23	7.05581
5	34.265	7.05604
5	34.3	7.05628
5	34.335	7.05651
5	34.37	7.05674
5	34.405	7.05697
5	34.44	7.0572
5	34.475	7.05742
5	34.51	7.05765
5	34.545	7.05788
5	34.58	7.05811
5	34.615	7.05833
5	34.65	7.05856
5	34.685	7.05878
5	34.72	7.05901
5	34.755	7.05923
5	34.79	7.05946
5	34.825	7.05968
5	34.86	7.05991
5	34.895	7.06013
5	34.93	7.06035
5	34.965	7.06057
5	35	7.06079

25	0	0
25	0.035	0.025341
25	0.07	0.0506776
25	0.105	0.0760095
25	0.14	0.101336
25	0.175	0.126658
25	0.21	0.151974
25	0.245	0.177284
25	0.28	0.202588
25	0.315	0.227885
25	0.35	0.253175
25	0.385	0.278458
25	0.42	0.303734
25	0.455	0.329002
25	0.49	0.354262
25	0.525	0.379514
25	0.56	0.404757
25	0.595	0.429992
25	0.63	0.455217
25	0.665	0.480434
25	0.7	0.50564
25	0.735	0.530837
25	0.77	0.556024
25	0.805	0.5812
25	0.84	0.606366
25	0.875	0.631521
25	0.91	0.656666
25	0.945	0.681799
25	0.98	0.70692
25	1.015	0.73203
25	1.05	0.757128
25	1.085	0.782214
25	1.12	0.807287
25	1.155	0.832348
25	1.19	0.857396
25	1.225	0.882432
25	1.26	0.907454
25	1.295	0.932462
25	1.33	0.957457
25	1.365	0.982439
25	1.4	1.00741
25	1.435	1.03236
25	1.47	1.0573
25	1.505	1.08222
25	1.54	1.10713
25	1.575	1.13202
25	1.61	1.1569
25	1.645	1.18177
25	1.68	1.20662
25	1.715	1.23145
25	1.75	1.25626
25	1.785	1.28106
25	1.82	1.30585
25	1.855	1.33062
25	1.89	1.35537
25	1.925	1.3801
25	1.96	1.40482
25	1.995	1.42952
25	2.03	1.4542
25	2.065	1.47886
25	2.1	1.50351
25	2.135	1.52814
25	2.17	1.55275
25	2.205	1.57734
25	2.24	1.60192
25	2.275	1.62647
25	2.31	1.65101
25	2.345	1.67552
25	2.38	1.70002
25	2.415	1.7245
25	2.45	1.74896
25	2.485	1.7734
25	2.52	1.79782
25	2.555	1.82222
25	2.59	1.84659
25	2.625	1.87095
25	2.66	1.89529
25	2.695	1.91961
25	2.73	1.9439
25	2.765	1.96817
25	2.8	1.99243
25	2.835	2.01666
25	2.87	2.04087
25	2.905	2.06505
25	2.94	2.08922
25	2.975	2.11336
25	3.01	2.13748
25	3.045	2.16158
25	3.08	2.18565
25	3.115	2.2097
25	3.15	2.23373
25	3.185	2.25773
25	3.22	2.28171
25	3.255	2.30566
25	3.29	2.32959
25	3.325	2.3535
25	3.36	2.37738
25	3.395	2.40124
25	3.43	2.42507
25	3.465	2.44887
25	3.5	2.47266
25	3.535	2.49641
25	3.57	2.52014
25	3.605	2.54384
25	3.64	2.56752
25	3.675	2.59117
25	3.71	2.61479
25	3.745	2.63838
25	3.78	2.66195
25	3.815	2.68549
25	3.85	2.709
25	3.885	2.73248
25	3.92	2.75594
25	3.955	2.77937
25	3.99	2.80276
25	4.025	2.82613
25	4.06	2.84947
25	4.095	2.87278
25	4.13	2.89606
25	4.165	2.9193
25	4.2	2.94252
25	4.235	2.96571
25	4.27	2.98886
25	4.305	3.01199
25	4.34	3.03508
25	4.375	3.05814
25	4.41	3.08117
25	4.445	3.10416
25	4.48	3.12712
25	4.515	3.15005
25	4.55	3.17295
25	4.585	3.19581
25	4.62	3.21863
25	4.655	3.24143
25	4.69	3.26418
25	4.725	3.2869
25	4.76	3.30959
25	4.795	3.33224
25	4.83	3.35485
25	4.865	3.37743
25	4.9	3.39996
25	4.935	3.42247
25	4.97	3.44493
25	5.005	3.46735
25	5.04	3.48974
25	5.075	3.51208
25	5.11	3.53439
25	5.145	3.55666
25	5.18	3.57888
25	5.215	3.60107
25	5.25	3.62321
25	5.285	3.64531
25	5.32	3.66737
25	5.355	3.68939
25	5.39	3.71136
25	5.425	3.73329
25	5.46	3.75518
25	5.495	3.77702
25	5.53	3.79881
25	5.565	3.82056
25	5.6	3.84227
25	5.635	3.86392
25	5.67	3.88553
25	5.705	3.9071
25	5.74	3.92861
25	5.775	3.95007
25	5.81	3.97149
25	5.845	3.99285
25	5.88	4.01417
25	5.915	4.03543
25	5.95	4.05664
25	5.985	4.0778
25	6.02	4.0989
25	6.055	4.11995
25	6.09	4.14095
25	6.125	4.16189
25	6.16	4.18278
25	6.195	4.20361
25	6.23	4.22438
25	6.265	4.24509
25	6.3	4.26575
25	6.335	4.28635
25	6.37	4.30688
25	6.405	4.32736
25	6.44	4.34777
25	6.475	4.36813
25	6.51	4.38842
25	6.545	4.40864
25	6.58	4.42881
25	6.615	4.4489
25	6.65	4.46893
25	6.685	4.4889
25	6.72	4.50879
25	6.755	4.52862
25	6.79	4.54838
25	6.825	4.56807
25	6.86	4.58769
25	6.895	4.60723
25	6.93	4.62671
25	6.965	4.6461
25	7	4.66543
25	7.035	4.68468
25	7.07	4.70385
25	7.105	4.72295
25	7.14	4.74197
25	7.175	4.76091
25	7.21	4.77977
25	7.245	4.79855
25	7.28	4.81724
25	7.315	4.83586
25	7.35	4.85439
25	7.385	4.87284
25	7.42	4.8912
25	7.455	4.90947
25	7.49	4.92766
25	7.525	4.94576
25	7.56	4.96377
25	7.595	4.98168
25	7.63	4.99951
25	7.665	5.01725
25	7.7	5.03489
25	7.735	5.05244
25	7.77	5.06989
25	7.805	5.08725
25	7.84	5.10451
25	7.875	5.12167
25	7.91	5.13873
25	7.945	5.15569
25	7.98	5.17256
25	8.015	5.18932
25	8.05	5.20597
25	8.085	5.22253
25	8.12	5.23898
25	8.155	5.25532
25	8.19	5.27156
25	8.225	5.28769
25	8.26	5.30372
25	8.295	5.31963
25	8.33	5.33544
25	8.365	5.35113
25	8.4	5.36672
25	8.435	5.38219
25	8.47	5.39755
25	8.505	5.41279
25	8.54	5.42793
25	8.575	5.44295
25	8.61	5.45785
25	8.645	5.47263
25	8.68	5.4873
25	8.715	5.50186
25	8.75	5.51629
25	8.785	5.53061
25	8.82	5.54481
25	8.855	5.55889
25	8.89	5.57285
25	8.925	5.58669
25	8.96	5.60041
25	8.995	5.61401
25	9.03	5.62749
25	9.065	5.64085
25	9.1	5.65408
25	9.135	5.6672
25	9.17	5.68019
25	9.205	5.69306
25	9.24	5.70581
25	9.275	5.71844
25	9.31	5.73095
25	9.345	5.74333
25	9.38	5.75559
25	9.415	5.76773
25	9.45	5.77975
25	9.485	5.79164
25	9.52	5.80342
25	9.555	5.81507
25	9.59	5.8266
25	9.625	5.83802
25	9.66	5.84931
25	9.695	5.86048
25	9.73	5.87153
25	9.765	5.88246
25	9.8	5.89328
25	9.835	5.90397
25	9.87	5.91455
25	9.905	5.92501
25	9.94	5.93535
25	9.975	5.94558
25	10.01	5.95569
25	10.045	5.96569
25	10.08	5.97558
25	10.115	5.98535
25	10.15	5.995
25	10.185	6.00455
25	10.22	6.01398
25	10.255	6.02331
25	10.29	6.03252
25	10.325	6.04163
25	10.36	6.05063
25	10.395	6.05952
25	10.43	6.06831
25	10.465	6.07699
25	10.5	6.08556
25	10.535	6.09403
25	10.57	6.10241
25	10.605	6.11067
25	10.64	6.11884
25	10.675	6.12691
25	10.71	6.13488
25	10.745	6.14276
25	10.78	6.15053
25	10.815	6.15822
25	10.85	6.1658
25	10.885	6.1733
25	10.92	6.1807
25	10.955	6.18801
25	10.99	6.19523
25	11.025	6.20236
25	11.06	6.2094
25	11.095	6.21636
25	11.13	6.22323
25	11.165	6.23001
25	11.2	6.23671
25	11.235	6.24333
25	11.27	6.24987
25	11.305	6.25632
25	11.34	6.26269
25	11.375	6.26899
25	11.41	6.27521
25	11.445	6.28135
25	11.48	6.28741
25	11.515	6.2934
25	11.55	6.29932
25	11.585	6.30516
25	11.62	6.31093
25	11.655	6.31663
25	11.69	6.32226
25	11.725	6.32782
